# Exported by snowmicropyn 1.2.1 (git hash 25c665906cd9d26085fa9eab6ba842a7f4b41101)
distance [mm],force [N]
2.4050,0.0534
2.4091,0.0534
2.4132,0.0547
2.4174,0.0521
2.4215,0.0521
2.4256,0.0534
2.4298,0.0547
2.4339,0.0547
2.4380,0.0547
2.4421,0.0547
2.4463,0.0547
2.4504,0.0547
2.4545,0.0534
2.4587,0.0547
2.4628,0.0547
2.4669,0.0521
2.4711,0.0547
2.4752,0.0560
2.4793,0.0547
2.4835,0.0547
2.4876,0.0547
2.4917,0.0560
2.4959,0.0547
2.5000,0.0547
2.5041,0.0560
2.5083,0.0560
2.5124,0.0547
2.5165,0.0534
2.5207,0.0572
2.5248,0.0534
2.5289,0.0534
2.5331,0.0560
2.5372,0.0547
2.5413,0.0547
2.5455,0.0547
2.5496,0.0534
2.5537,0.0547
2.5579,0.0534
2.5620,0.0560
2.5661,0.0534
2.5702,0.0534
2.5744,0.0547
2.5785,0.0534
2.5826,0.0547
2.5868,0.0534
2.5909,0.0534
2.5950,0.0534
2.5992,0.0534
2.6033,0.0547
2.6074,0.0560
2.6116,0.0560
2.6157,0.0547
2.6198,0.0534
2.6240,0.0534
2.6281,0.0534
2.6322,0.0560
2.6364,0.0560
2.6405,0.0547
2.6446,0.0534
2.6488,0.0547
2.6529,0.0534
2.6570,0.0560
2.6612,0.0547
2.6653,0.0547
2.6694,0.0547
2.6736,0.0560
2.6777,0.0560
2.6818,0.0560
2.6860,0.0560
2.6901,0.0521
2.6942,0.0547
2.6983,0.0534
2.7025,0.0547
2.7066,0.0572
2.7107,0.0572
2.7149,0.0547
2.7190,0.0572
2.7231,0.0560
2.7273,0.0547
2.7314,0.0547
2.7355,0.0521
2.7397,0.0547
2.7438,0.0547
2.7479,0.0534
2.7521,0.0534
2.7562,0.0547
2.7603,0.0534
2.7645,0.0547
2.7686,0.0534
2.7727,0.0547
2.7769,0.0560
2.7810,0.0534
2.7851,0.0547
2.7893,0.0547
2.7934,0.0572
2.7975,0.0547
2.8017,0.0547
2.8058,0.0521
2.8099,0.0534
2.8140,0.0547
2.8182,0.0547
2.8223,0.0560
2.8264,0.0547
2.8306,0.0547
2.8347,0.0547
2.8388,0.0547
2.8430,0.0547
2.8471,0.0560
2.8512,0.0521
2.8554,0.0547
2.8595,0.0547
2.8636,0.0509
2.8678,0.0547
2.8719,0.0534
2.8760,0.0534
2.8802,0.0534
2.8843,0.0534
2.8884,0.0560
2.8926,0.0560
2.8967,0.0560
2.9008,0.0547
2.9050,0.0534
2.9091,0.0547
2.9132,0.0534
2.9174,0.0521
2.9215,0.0496
2.9256,0.0534
2.9298,0.0547
2.9339,0.0521
2.9380,0.0534
2.9421,0.0547
2.9463,0.0534
2.9504,0.0547
2.9545,0.0547
2.9587,0.0572
2.9628,0.0547
2.9669,0.0560
2.9711,0.0534
2.9752,0.0547
2.9793,0.0560
2.9835,0.0534
2.9876,0.0547
2.9917,0.0534
2.9959,0.0560
3.0000,0.0547
3.0041,0.0560
3.0083,0.0534
3.0124,0.0560
3.0165,0.0560
3.0207,0.0560
3.0248,0.0560
3.0289,0.0547
3.0331,0.0572
3.0372,0.0547
3.0413,0.0547
3.0455,0.0560
3.0496,0.0547
3.0537,0.0534
3.0579,0.0560
3.0620,0.0560
3.0661,0.0534
3.0702,0.0547
3.0744,0.0560
3.0785,0.0521
3.0826,0.0521
3.0868,0.0534
3.0909,0.0560
3.0950,0.0534
3.0992,0.0547
3.1033,0.0560
3.1074,0.0547
3.1116,0.0534
3.1157,0.0560
3.1198,0.0547
3.1240,0.0547
3.1281,0.0547
3.1322,0.0534
3.1364,0.0521
3.1405,0.0547
3.1446,0.0560
3.1488,0.0534
3.1529,0.0534
3.1570,0.0560
3.1612,0.0534
3.1653,0.0534
3.1694,0.0560
3.1736,0.0521
3.1777,0.0547
3.1818,0.0547
3.1860,0.0547
3.1901,0.0560
3.1942,0.0547
3.1983,0.0572
3.2025,0.0547
3.2066,0.0534
3.2107,0.0547
3.2149,0.0534
3.2190,0.0547
3.2231,0.0547
3.2273,0.0521
3.2314,0.0547
3.2355,0.0560
3.2397,0.0547
3.2438,0.0534
3.2479,0.0560
3.2521,0.0521
3.2562,0.0534
3.2603,0.0534
3.2645,0.0521
3.2686,0.0534
3.2727,0.0547
3.2769,0.0534
3.2810,0.0547
3.2851,0.0560
3.2893,0.0547
3.2934,0.0547
3.2975,0.0547
3.3017,0.0534
3.3058,0.0560
3.3099,0.0560
3.3140,0.0521
3.3182,0.0560
3.3223,0.0547
3.3264,0.0547
3.3306,0.0547
3.3347,0.0547
3.3388,0.0534
3.3430,0.0560
3.3471,0.0547
3.3512,0.0547
3.3554,0.0547
3.3595,0.0534
3.3636,0.0547
3.3678,0.0521
3.3719,0.0547
3.3760,0.0572
3.3802,0.0534
3.3843,0.0560
3.3884,0.0509
3.3926,0.0521
3.3967,0.0560
3.4008,0.0534
3.4050,0.0534
3.4091,0.0560
3.4132,0.0560
3.4174,0.0521
3.4215,0.0534
3.4256,0.0534
3.4298,0.0547
3.4339,0.0534
3.4380,0.0534
3.4421,0.0560
3.4463,0.0534
3.4504,0.0547
3.4545,0.0547
3.4587,0.0560
3.4628,0.0547
3.4669,0.0547
3.4711,0.0547
3.4752,0.0547
3.4793,0.0547
3.4835,0.0547
3.4876,0.0547
3.4917,0.0547
3.4959,0.0547
3.5000,0.0547
3.5041,0.0547
3.5083,0.0534
3.5124,0.0560
3.5165,0.0547
3.5207,0.0560
3.5248,0.0547
3.5289,0.0560
3.5331,0.0560
3.5372,0.0547
3.5413,0.0534
3.5455,0.0547
3.5496,0.0572
3.5537,0.0534
3.5579,0.0534
3.5620,0.0560
3.5661,0.0547
3.5702,0.0534
3.5744,0.0534
3.5785,0.0560
3.5826,0.0534
3.5868,0.0560
3.5909,0.0534
3.5950,0.0547
3.5992,0.0547
3.6033,0.0534
3.6074,0.0534
3.6116,0.0534
3.6157,0.0547
3.6198,0.0547
3.6240,0.0547
3.6281,0.0560
3.6322,0.0560
3.6364,0.0534
3.6405,0.0547
3.6446,0.0572
3.6488,0.0534
3.6529,0.0547
3.6570,0.0547
3.6612,0.0560
3.6653,0.0560
3.6694,0.0547
3.6736,0.0547
3.6777,0.0560
3.6818,0.0547
3.6860,0.0547
3.6901,0.0547
3.6942,0.0547
3.6983,0.0547
3.7025,0.0534
3.7066,0.0534
3.7107,0.0547
3.7149,0.0534
3.7190,0.0534
3.7231,0.0547
3.7273,0.0534
3.7314,0.0534
3.7355,0.0547
3.7397,0.0547
3.7438,0.0547
3.7479,0.0534
3.7521,0.0509
3.7562,0.0534
3.7603,0.0534
3.7645,0.0509
3.7686,0.0509
3.7727,0.0547
3.7769,0.0534
3.7810,0.0534
3.7851,0.0534
3.7893,0.0560
3.7934,0.0547
3.7975,0.0547
3.8017,0.0560
3.8058,0.0534
3.8099,0.0534
3.8140,0.0560
3.8182,0.0560
3.8223,0.0560
3.8264,0.0534
3.8306,0.0572
3.8347,0.0547
3.8388,0.0560
3.8430,0.0572
3.8471,0.0585
3.8512,0.0560
3.8554,0.0560
3.8595,0.0547
3.8636,0.0560
3.8678,0.0560
3.8719,0.0572
3.8760,0.0521
3.8802,0.0534
3.8843,0.0547
3.8884,0.0560
3.8926,0.0572
3.8967,0.0534
3.9008,0.0547
3.9050,0.0560
3.9091,0.0534
3.9132,0.0521
3.9174,0.0521
3.9215,0.0534
3.9256,0.0572
3.9298,0.0509
3.9339,0.0534
3.9380,0.0534
3.9421,0.0547
3.9463,0.0560
3.9504,0.0547
3.9545,0.0547
3.9587,0.0547
3.9628,0.0547
3.9669,0.0547
3.9711,0.0547
3.9752,0.0547
3.9793,0.0547
3.9835,0.0534
3.9876,0.0521
3.9917,0.0547
3.9959,0.0534
4.0000,0.0560
4.0041,0.0560
4.0083,0.0560
4.0124,0.0547
4.0165,0.0534
4.0207,0.0560
4.0248,0.0547
4.0289,0.0547
4.0331,0.0560
4.0372,0.0547
4.0413,0.0560
4.0455,0.0547
4.0496,0.0547
4.0537,0.0547
4.0579,0.0547
4.0620,0.0560
4.0661,0.0572
4.0702,0.0547
4.0744,0.0560
4.0785,0.0521
4.0826,0.0521
4.0868,0.0521
4.0909,0.0547
4.0950,0.0534
4.0992,0.0547
4.1033,0.0560
4.1074,0.0547
4.1116,0.0547
4.1157,0.0560
4.1198,0.0560
4.1240,0.0572
4.1281,0.0560
4.1322,0.0534
4.1364,0.0547
4.1405,0.0547
4.1446,0.0547
4.1488,0.0547
4.1529,0.0547
4.1570,0.0547
4.1612,0.0560
4.1653,0.0534
4.1694,0.0547
4.1736,0.0547
4.1777,0.0560
4.1818,0.0547
4.1860,0.0534
4.1901,0.0547
4.1942,0.0547
4.1983,0.0547
4.2025,0.0547
4.2066,0.0547
4.2107,0.0547
4.2149,0.0560
4.2190,0.0547
4.2231,0.0547
4.2273,0.0560
4.2314,0.0547
4.2355,0.0534
4.2397,0.0560
4.2438,0.0547
4.2479,0.0534
4.2521,0.0521
4.2562,0.0547
4.2603,0.0560
4.2645,0.0547
4.2686,0.0521
4.2727,0.0521
4.2769,0.0560
4.2810,0.0560
4.2851,0.0534
4.2893,0.0496
4.2934,0.0560
4.2975,0.0585
4.3017,0.0547
4.3058,0.0521
4.3099,0.0547
4.3140,0.0560
4.3182,0.0547
4.3223,0.0547
4.3264,0.0534
4.3306,0.0560
4.3347,0.0547
4.3388,0.0547
4.3430,0.0521
4.3471,0.0560
4.3512,0.0547
4.3554,0.0572
4.3595,0.0534
4.3636,0.0534
4.3678,0.0547
4.3719,0.0547
4.3760,0.0560
4.3802,0.0560
4.3843,0.0547
4.3884,0.0560
4.3926,0.0547
4.3967,0.0547
4.4008,0.0547
4.4050,0.0534
4.4091,0.0534
4.4132,0.0534
4.4174,0.0534
4.4215,0.0547
4.4256,0.0534
4.4298,0.0547
4.4339,0.0560
4.4380,0.0547
4.4421,0.0572
4.4463,0.0547
4.4504,0.0560
4.4545,0.0560
4.4587,0.0560
4.4628,0.0560
4.4669,0.0534
4.4711,0.0534
4.4752,0.0534
4.4793,0.0547
4.4835,0.0547
4.4876,0.0534
4.4917,0.0534
4.4959,0.0547
4.5000,0.0521
4.5041,0.0534
4.5083,0.0560
4.5124,0.0560
4.5165,0.0547
4.5207,0.0534
4.5248,0.0560
4.5289,0.0521
4.5331,0.0534
4.5372,0.0534
4.5413,0.0509
4.5455,0.0521
4.5496,0.0534
4.5537,0.0534
4.5579,0.0521
4.5620,0.0521
4.5661,0.0521
4.5702,0.0560
4.5744,0.0534
4.5785,0.0547
4.5826,0.0572
4.5868,0.0547
4.5909,0.0560
4.5950,0.0521
4.5992,0.0547
4.6033,0.0521
4.6074,0.0572
4.6116,0.0547
4.6157,0.0534
4.6198,0.0534
4.6240,0.0534
4.6281,0.0547
4.6322,0.0572
4.6364,0.0598
4.6405,0.0534
4.6446,0.0534
4.6488,0.0547
4.6529,0.0572
4.6570,0.0547
4.6612,0.0560
4.6653,0.0560
4.6694,0.0521
4.6736,0.0547
4.6777,0.0547
4.6818,0.0572
4.6860,0.0547
4.6901,0.0547
4.6942,0.0547
4.6983,0.0534
4.7025,0.0547
4.7066,0.0534
4.7107,0.0585
4.7149,0.0534
4.7190,0.0534
4.7231,0.0560
4.7273,0.0560
4.7314,0.0534
4.7355,0.0560
4.7397,0.0534
4.7438,0.0560
4.7479,0.0534
4.7521,0.0509
4.7562,0.0509
4.7603,0.0560
4.7645,0.0547
4.7686,0.0521
4.7727,0.0547
4.7769,0.0547
4.7810,0.0534
4.7851,0.0547
4.7893,0.0547
4.7934,0.0547
4.7975,0.0560
4.8017,0.0534
4.8058,0.0547
4.8099,0.0534
4.8140,0.0534
4.8182,0.0509
4.8223,0.0547
4.8264,0.0547
4.8306,0.0547
4.8347,0.0534
4.8388,0.0547
4.8430,0.0547
4.8471,0.0534
4.8512,0.0572
4.8554,0.0560
4.8595,0.0521
4.8636,0.0547
4.8678,0.0547
4.8719,0.0534
4.8760,0.0560
4.8802,0.0547
4.8843,0.0560
4.8884,0.0547
4.8926,0.0547
4.8967,0.0521
4.9008,0.0534
4.9050,0.0547
4.9091,0.0560
4.9132,0.0509
4.9174,0.0521
4.9215,0.0560
4.9256,0.0560
4.9298,0.0521
4.9339,0.0521
4.9380,0.0521
4.9421,0.0547
4.9463,0.0547
4.9504,0.0547
4.9545,0.0534
4.9587,0.0521
4.9628,0.0547
4.9669,0.0560
4.9711,0.0547
4.9752,0.0534
4.9793,0.0560
4.9835,0.0560
4.9876,0.0560
4.9917,0.0547
4.9959,0.0560
5.0000,0.0560
5.0041,0.0560
5.0083,0.0547
5.0124,0.0547
5.0165,0.0560
5.0207,0.0547
5.0248,0.0547
5.0289,0.0547
5.0331,0.0547
5.0372,0.0547
5.0413,0.0560
5.0455,0.0560
5.0496,0.0560
5.0537,0.0547
5.0579,0.0547
5.0620,0.0521
5.0661,0.0547
5.0702,0.0560
5.0744,0.0547
5.0785,0.0560
5.0826,0.0509
5.0868,0.0521
5.0909,0.0547
5.0950,0.0534
5.0992,0.0534
5.1033,0.0560
5.1074,0.0534
5.1116,0.0534
5.1157,0.0547
5.1198,0.0560
5.1240,0.0547
5.1281,0.0547
5.1322,0.0560
5.1364,0.0560
5.1405,0.0521
5.1446,0.0560
5.1488,0.0547
5.1529,0.0534
5.1570,0.0560
5.1612,0.0534
5.1653,0.0521
5.1694,0.0547
5.1736,0.0547
5.1777,0.0534
5.1818,0.0547
5.1860,0.0560
5.1901,0.0560
5.1942,0.0547
5.1983,0.0560
5.2025,0.0547
5.2066,0.0560
5.2107,0.0547
5.2149,0.0547
5.2190,0.0547
5.2231,0.0572
5.2273,0.0547
5.2314,0.0534
5.2355,0.0534
5.2397,0.0534
5.2438,0.0547
5.2479,0.0585
5.2521,0.0534
5.2562,0.0521
5.2603,0.0534
5.2645,0.0509
5.2686,0.0547
5.2727,0.0560
5.2769,0.0560
5.2810,0.0534
5.2851,0.0534
5.2893,0.0534
5.2934,0.0547
5.2975,0.0560
5.3017,0.0560
5.3058,0.0547
5.3099,0.0560
5.3140,0.0547
5.3182,0.0534
5.3223,0.0521
5.3264,0.0560
5.3306,0.0547
5.3347,0.0547
5.3388,0.0547
5.3430,0.0547
5.3471,0.0560
5.3512,0.0547
5.3554,0.0521
5.3595,0.0521
5.3636,0.0521
5.3678,0.0547
5.3719,0.0534
5.3760,0.0547
5.3802,0.0534
5.3843,0.0547
5.3884,0.0547
5.3926,0.0534
5.3967,0.0547
5.4008,0.0534
5.4050,0.0560
5.4091,0.0547
5.4132,0.0547
5.4174,0.0560
5.4215,0.0521
5.4256,0.0521
5.4298,0.0572
5.4339,0.0547
5.4380,0.0547
5.4421,0.0534
5.4463,0.0560
5.4504,0.0534
5.4545,0.0572
5.4587,0.0547
5.4628,0.0534
5.4669,0.0547
5.4711,0.0560
5.4752,0.0547
5.4793,0.0534
5.4835,0.0547
5.4876,0.0560
5.4917,0.0560
5.4959,0.0572
5.5000,0.0572
5.5041,0.0534
5.5083,0.0547
5.5124,0.0560
5.5165,0.0560
5.5207,0.0572
5.5248,0.0534
5.5289,0.0547
5.5331,0.0547
5.5372,0.0547
5.5413,0.0547
5.5455,0.0572
5.5496,0.0534
5.5537,0.0547
5.5579,0.0560
5.5620,0.0560
5.5661,0.0547
5.5702,0.0547
5.5744,0.0572
5.5785,0.0509
5.5826,0.0534
5.5868,0.0509
5.5909,0.0547
5.5950,0.0534
5.5992,0.0547
5.6033,0.0534
5.6074,0.0509
5.6116,0.0534
5.6157,0.0560
5.6198,0.0572
5.6240,0.0547
5.6281,0.0547
5.6322,0.0547
5.6364,0.0572
5.6405,0.0534
5.6446,0.0534
5.6488,0.0547
5.6529,0.0547
5.6570,0.0547
5.6612,0.0534
5.6653,0.0560
5.6694,0.0547
5.6736,0.0560
5.6777,0.0572
5.6818,0.0572
5.6860,0.0534
5.6901,0.0560
5.6942,0.0560
5.6983,0.0560
5.7025,0.0547
5.7066,0.0521
5.7107,0.0572
5.7149,0.0534
5.7190,0.0534
5.7231,0.0547
5.7273,0.0560
